image_id,image_url,post,no_likes,no_comments,image_labels,image_text,web_entities
18,https://instagram.fftw1-1.fna.fbcdn.net/vp/4894f57b28a7a0a26c5f8ab5cdcc69c8/5B4B4779/t51.2885-15/e35/23594536_160665077869720_8668509034405429248_n.jpg,"“We had our son through a surrogate, so we didn’t get to watch the pregnancy day-by-day. We didn’t see the stomach getting bigger. We didn’t have the same sort of emotional preparation as traditional parents. It’s like one day we weren’t parents, and then the next day we are. He was born two weeks early so we had to quickly jump on a flight. But we got to the hospital late. We actually met our son for the first time in an elevator. We were heading up to the room, and the nurses were bringing him up from the nursery. They noticed two guys carrying luggage, and said: ‘I think this might be your son!’”",293.6k,"2,917",tree male plant outerwear winter car recreation vehicle jacket fun,,Pregnancy Surrogacy Parent Woman Parenting Son Emotion LGBT parenting Smile Infant
19,https://instagram.fftw1-1.fna.fbcdn.net/vp/c6db04d94632f133b0e44623d05728db/5B1970EA/t51.2885-15/e35/23507245_371648186611377_4599587082669654016_n.jpg,"“She originally said she didn’t want kids. And I originally told her I was completely fine with that. But that was a lie. I guess I just thought we’d grow into the idea. She also told me that she never wanted to get married—and she changed her mind about that. So I thought she'd change her mind about a child too. Honestly, I would be disappointed if we didn’t have one. I think something magic happens when you open your heart to another living thing. But I don’t want her to make a decision for my sake. So maybe the solution is just to be disappointed.” -----------------------
""Maybe I’m just selfish. But I value our time together. And I want to continue spending time on ourselves. Plus I just don’t feel very maternal. I’m afraid that I’ll convince myself for his sake, and I’ll will myself to believe that I want a child, but then I won’t feel that connection. But he will. And then it will be the two of them-- and me.”",175.8k,"3,832",photograph day plaid jeans denim snapshot standing car outerwear pattern,,Dulwich The Shed at Dulwich Child Elijah Daniel Vice Voluntary childlessness Humans of New York Woman Jeans Shed
21,https://instagram.fftw1-1.fna.fbcdn.net/vp/afd435991f87901e5b6cbfd9dc8c5b2a/5B4B48FD/t51.2885-15/e35/23416865_527205927617236_6797550739724959744_n.jpg,"“I normally don’t tell people I’m a Christian because they assume you’re a zealot, or parochial, or close-minded. And I don’t think I’m any of those things. I go to a progressive church. We bring in great speakers and do a lot of volunteering. My religion is just a centering part of my life. It gives me guideposts. It gives me a code of ethics and helps me see dignity in other people. Sure, there’s a storybook nature to it. And it can be a shame that people focus so much on the story. I'd rather focus on the message the story conveys.""",221.3k,"2,873",professional recreation event senior citizen,,Brandon Stanton New York City Humans of New York: The Series Why Buddhism is True Humans of New York Instagram Image Facebook Buddhism Photography
23,https://instagram.fftw1-1.fna.fbcdn.net/vp/ddbede9e9021c659d06e402cd73e9850/5B463C8B/t51.2885-15/e35/23416831_2249164438643333_3375556819609976832_n.jpg,"“I work at a disposable razor factory. We used to have seven hundred workers. There were lines of people down conveyor belts. Now there’s only four hundred left, and most of those are just temporary. Machines do everything now. Anything that required hands, at least. We used to look at the razors through microscopes-- trying to find imperfections. Now the computer just takes a picture. Even the forklifts drive themselves. Soon there will be nobody left. People are just too expensive. You can’t stop it. I tried my own little protest for a while. I told myself that I wasn’t going to buy any of the cheap stuff from Wal-Mart. But that didn’t last long. I couldn’t afford anything else.”",133.8k,"1,205",land vehicle tree vehicle car public space woody plant plant transport road street,,New York City Indian Village Brisbane Late capitalism Facebook Capitalism Death Humans of New York Factory City
24,https://instagram.fftw1-1.fna.fbcdn.net/vp/3e722344dcc906dccd55ac2cf1ef4225/5B29E6F1/t51.2885-15/e35/23280017_148882172526715_233925831863304192_n.jpg,"“I’ve been at the same company for nine years. I should have moved up by now. But I’ve just never been good at office politics. I assumed my work ethic and performance would be enough. But some people are just better at getting recognized. They ingratiate themselves with the boss. They have no problem taking credit for other people’s work. They’ll diminish your accomplishments and inflate their own. I’d never go that far. But I’m not waiting to get noticed anymore. If I beat a deadline, solve a tough problem, or get great feedback from a customer—I’m copying upper management on the email.”",153.8k,"1,723",footwear infrastructure road street tree sitting vehicle shoe recreation pedestrian,,New York City Humans of New York Beneath the Surface Lies Humans of New York Humans of New York Shoe Oh That's Nice Symbol Facebook Come Back Close
26,https://instagram.fftw1-1.fna.fbcdn.net/vp/c09249778bb5640fdd3979664b347f0d/5B4CE316/t51.2885-15/e35/23348062_954542858028112_8655613197530693632_n.jpg,"""My husband is running for city council in Long Beach and it's been a difficult race. His name is Joseph Naham. He didn't get many contributions or media coverage because he's running as a Green Party candidate. He's optimistic, because that's who he is, but there's a chance he might be a bit hurt by the results tonight. So I got him these flowers to thank him. He put his whole heart into the race. This wasn't a power play for him. He genuinely wanted to help the community. I just want him to know that no matter what happens, he's planting seeds, and they're gonna grow, and that's what it's all about.""",368.4k,"3,038",outerwear girl standing shoulder socialite event street long hair suit product,,"Joseph R. Naham Susan Valicenti, PSYD Long Beach Husband Green Party of the United States Humans of New York Wife Outerwear The Bitch Is Back Team Leader"
27,https://instagram.fftw1-1.fna.fbcdn.net/vp/fcc90e36ab323d89e0ccf3d6718e32a1/5B184856/t51.2885-15/e35/23347981_1470945689657892_2775138619470381056_n.jpg,"""I just tried to go on my first run post-wedding. I wanted to make it three miles but I couldn't do it. Toward the end I tried switching my soundtrack from techno to gospel, but I still had to stop. Too much eating during the honeymoon. You should have seen me on the wedding day, though. All that hard work paid off. That tux fit like lotion.""",345.8k,"4,860",sitting tree plant shoe recreation,,Brandon Stanton Humans of New York New York City Photography Humans of New York Photograph Wedding Humans of New York Image Sitting
28,https://instagram.fftw1-1.fna.fbcdn.net/vp/e3d989008d6a7fbb1a3b0d16edcc58dd/5B2A3DC0/t51.2885-15/e35/23279755_124046751623978_5566405201914494976_n.jpg,"“I had an awakening on a balcony in Seattle. I was listening to soul music on my Walkman. And I was paying attention to the music. And suddenly I realized that I was the attention itself. I realized that I’m not my mind—I’m the awareness of my mind. We’re all just drops of consciousness and if you get to the point where you can turn around and see your drop, you’ll discover that it’s connected to an ocean of consciousness. And then you’ll be illumined. I don’t care if anyone believes me. I’m not trying to convert anyone. There’s nothing to convert because everyone is exactly where they’re supposed to be right now.”",165.3k,"3,706",vehicle street facial hair road,"THURGOOD
ARSHALL
OLLEGE FUND
 THURGOOD ARSHALL OLLEGE FUND",Seattle Mind Consciousness Awareness Soul music Facial hair Beard Balcony Music Thinking Out Loud
30,https://instagram.fftw1-1.fna.fbcdn.net/vp/db2187093b62c52e0f9feada747e6aaa/5B0CB389/t51.2885-15/e35/23164047_178971662658230_6551932688326983680_n.jpg,"“You know how when you see a group of geese in a field, and there’s always one with its head up, looking around? That’s me. I was always afraid. Just anxious. It’s like my mind was a heat-seeking missile, always honing in on what could possibly go wrong. My first daughter got the brunt of it. I was so worried about everything. Her first plane ride. Her first day of school. Her first sleepover. I thought if I anticipated every little thing that might go wrong, then maybe I could fend things off. But that’s never possible. Things will always go wrong. The best you can do is give your kids self-confidence. But I’m afraid I passed on my anxiety instead. Because when Mom is always afraid of the world, the world becomes something to fear.”",155k,"1,473",sitting furniture tree plant chair bench recreation girl leisure vacation,,Louvre Abu Dhabi Musée du Louvre Sitting Chair Bench Tree Magazine Mind Missile Idea YouTube
31,https://instagram.fftw1-1.fna.fbcdn.net/vp/ec224d1b0028bee7367a6af9268eb625/5B4304E9/t51.2885-15/e35/23161310_2173413342886383_4880639743836028928_n.jpg,"“We met five years ago in the comment section of our Wordpress blogs. I was living in the Philippines. I randomly discovered his blog and commented on a post about how much he can eat in one sitting. Then it became one ongoing conversation for three years. We began our relationship on August 24th 2013-- when I wrote ‘I love you’ in an email. We talked every day, but we didn’t even meet in person until two years later when he came to visit me in the Philippines. He proposed the very first day. We stopped working on our old blogs and created one together called Two Bees In A Blog.""",287k,"2,656",vehicle product wheelchair sitting interaction car street health & beauty carriage,,Metropolitan Museum of Art Brandon Stanton Humans of New York Humans of New York Blog Humans of New York New York City Tumblr Facebook Instagram
